"Date","Price","Open","High","Low","Vol.","Change %"
"03/31/2020","1.2418","1.2414","1.2474","1.2251","","0.02%"
"03/30/2020","1.2416","1.2435","1.2469","1.2316","","-0.32%"
"03/27/2020","1.2456","1.2204","1.2486","1.2131","","2.09%"
"03/26/2020","1.2201","1.1875","1.2232","1.1775","","2.66%"
"03/25/2020","1.1885","1.1760","1.1976","1.1639","","1.09%"
"03/24/2020","1.1757","1.1549","1.1801","1.1508","","1.81%"
"03/23/2020","1.1548","1.1660","1.1741","1.1446","","-0.80%"
"03/20/2020","1.1641","1.1487","1.1934","1.1409","","1.36%"
"03/19/2020","1.1485","1.1619","1.1794","1.1473","","-1.10%"
"03/18/2020","1.1613","1.2052","1.2131","1.1461","","-3.63%"
"03/17/2020","1.2050","1.2270","1.2275","1.2002","","-1.76%"
"03/16/2020","1.2266","1.2285","1.2431","1.2201","","-0.08%"
"03/13/2020","1.2276","1.2574","1.2626","1.2268","","-2.35%"
"03/12/2020","1.2571","1.2818","1.2851","1.2490","","-1.94%"
"03/11/2020","1.2820","1.2904","1.2977","1.2804","","-0.67%"
"03/10/2020","1.2906","1.3130","1.3133","1.2881","","-1.71%"
"03/09/2020","1.3131","1.3047","1.3201","1.3031","","0.64%"
"03/06/2020","1.3047","1.2954","1.3058","1.2943","","0.72%"
"03/05/2020","1.2954","1.2872","1.2969","1.2859","","0.65%"
"03/04/2020","1.2870","1.2812","1.2874","1.2770","","0.47%"
"03/03/2020","1.2810","1.2752","1.2845","1.2738","","0.47%"
"03/02/2020","1.2750","1.2800","1.2852","1.2739","","-0.55%"
"02/28/2020","1.2820","1.2885","1.2921","1.2725","","-0.50%"
"02/27/2020","1.2884","1.2907","1.2947","1.2859","","-0.15%"
"02/26/2020","1.2903","1.3005","1.3013","1.2895","","-0.78%"
"02/25/2020","1.3004","1.2924","1.3019","1.2914","","0.60%"
"02/24/2020","1.2927","1.2960","1.2973","1.2886","","-0.32%"
"02/21/2020","1.2969","1.2884","1.2982","1.2877","","0.70%"
"02/20/2020","1.2879","1.2922","1.2930","1.2848","","-0.31%"
"02/19/2020","1.2919","1.2998","1.3024","1.2907","","-0.61%"
"02/18/2020","1.2998","1.3007","1.3049","1.2970","","-0.06%"
"02/17/2020","1.3006","1.3036","1.3055","1.2998","","-0.31%"
"02/14/2020","1.3046","1.3051","1.3065","1.3001","","0.01%"
"02/13/2020","1.3045","1.2960","1.3070","1.2944","","0.66%"
"02/12/2020","1.2960","1.2952","1.2993","1.2947","","0.07%"
"02/11/2020","1.2951","1.2915","1.2969","1.2895","","0.29%"
"02/10/2020","1.2913","1.2897","1.2947","1.2872","","0.17%"
"02/07/2020","1.2891","1.2930","1.2960","1.2881","","-0.29%"
"02/06/2020","1.2928","1.2999","1.3005","1.2921","","-0.55%"
"02/05/2020","1.3000","1.3033","1.3071","1.2956","","-0.22%"
"02/04/2020","1.3029","1.2996","1.3047","1.2940","","0.28%"
"02/03/2020","1.2993","1.3217","1.3217","1.2982","","-1.56%"
"01/31/2020","1.3199","1.3099","1.3210","1.3083","","0.80%"
"01/30/2020","1.3094","1.3020","1.3111","1.2977","","0.57%"
"01/29/2020","1.3020","1.3028","1.3032","1.2989","","-0.05%"
"01/28/2020","1.3027","1.3055","1.3067","1.2975","","-0.20%"
"01/27/2020","1.3053","1.3075","1.3105","1.3040","","-0.18%"
"01/24/2020","1.3076","1.3122","1.3174","1.3056","","-0.34%"
"01/23/2020","1.3121","1.3142","1.3152","1.3096","","-0.14%"
"01/22/2020","1.3140","1.3051","1.3154","1.3034","","0.71%"
"01/21/2020","1.3047","1.3013","1.3085","1.2995","","0.29%"
"01/20/2020","1.3009","1.3002","1.3014","1.2961","","0.01%"
"01/17/2020","1.3008","1.3080","1.3119","1.3005","","-0.52%"
"01/16/2020","1.3076","1.3039","1.3084","1.3024","","0.31%"
"01/15/2020","1.3036","1.3018","1.3044","1.2986","","0.15%"
"01/14/2020","1.3017","1.2988","1.3034","1.2953","","0.22%"
"01/13/2020","1.2988","1.3055","1.3064","1.2960","","-0.54%"
"01/10/2020","1.3059","1.3067","1.3097","1.3041","","-0.05%"
"01/09/2020","1.3065","1.3101","1.3125","1.3012","","-0.24%"
"01/08/2020","1.3097","1.3125","1.3171","1.3080","","-0.20%"
"01/07/2020","1.3123","1.3168","1.3213","1.3095","","-0.33%"
"01/06/2020","1.3167","1.3075","1.3175","1.3063","","0.62%"
"01/03/2020","1.3086","1.3138","1.3162","1.3053","","-0.44%"
"01/02/2020","1.3144","1.3255","1.3268","1.3115","","-0.83%"
"01/01/2020","1.3254","1.3261","1.3276","1.3237","","-0.04%"
"12/31/2019","1.3259","1.3117","1.3285","1.3106","","1.11%"
"12/30/2019","1.3113","1.3066","1.3152","1.3066","","0.28%"
"12/27/2019","1.3076","1.2992","1.3118","1.2967","","0.65%"
"12/26/2019","1.2992","1.2961","1.3017","1.2952","","0.25%"
"12/25/2019","1.2960","1.2943","1.2990","1.2921","","0.12%"
"12/24/2019","1.2944","1.2936","1.2972","1.2912","","0.09%"
"12/23/2019","1.2933","1.2994","1.3033","1.2904","","-0.53%"
"12/20/2019","1.3002","1.3010","1.3081","1.2978","","-0.04%"
"12/19/2019","1.3007","1.3079","1.3133","1.2989","","-0.53%"
"12/18/2019","1.3076","1.3129","1.3136","1.3059","","-0.40%"
"12/17/2019","1.3128","1.3330","1.3340","1.3099","","-1.51%"
"12/16/2019","1.3329","1.3336","1.3423","1.3320","","0.03%"
"12/13/2019","1.3325","1.3168","1.3516","1.3160","","1.24%"
"12/12/2019","1.3162","1.3203","1.3230","1.3051","","-0.23%"
"12/11/2019","1.3193","1.3157","1.3214","1.3106","","0.30%"
"12/10/2019","1.3154","1.3151","1.3217","1.3132","","0.08%"
"12/09/2019","1.3143","1.3139","1.3182","1.3117","","0.06%"
"12/06/2019","1.3135","1.3157","1.3167","1.3100","","-0.15%"
"12/05/2019","1.3155","1.3104","1.3168","1.3102","","0.40%"
"12/04/2019","1.3103","1.2993","1.3122","1.2981","","0.85%"
"12/03/2019","1.2992","1.2940","1.3012","1.2930","","0.43%"
"12/02/2019","1.2936","1.2917","1.2951","1.2895","","0.02%"
"11/29/2019","1.2933","1.2911","1.2948","1.2879","","0.17%"
"11/28/2019","1.2911","1.2921","1.2952","1.2898","","-0.08%"
"11/27/2019","1.2921","1.2866","1.2924","1.2826","","0.44%"
"11/26/2019","1.2865","1.2899","1.2910","1.2836","","-0.26%"
"11/25/2019","1.2898","1.2851","1.2913","1.2840","","0.53%"
"11/22/2019","1.2830","1.2915","1.2930","1.2823","","-0.64%"
"11/21/2019","1.2913","1.2924","1.2972","1.2893","","-0.07%"
"11/20/2019","1.2922","1.2924","1.2933","1.2887","","0.00%"
"11/19/2019","1.2922","1.2954","1.2971","1.2909","","-0.23%"
"11/18/2019","1.2952","1.2905","1.2986","1.2900","","0.41%"
"11/15/2019","1.2899","1.2881","1.2921","1.2866","","0.14%"
"11/14/2019","1.2881","1.2851","1.2889","1.2824","","0.25%"
"11/13/2019","1.2849","1.2848","1.2865","1.2822","","0.04%"
"11/12/2019","1.2844","1.2855","1.2875","1.2815","","-0.05%"
"11/11/2019","1.2851","1.2777","1.2898","1.2777","","0.63%"
"11/08/2019","1.2770","1.2813","1.2826","1.2768","","-0.34%"
"11/07/2019","1.2813","1.2853","1.2879","1.2794","","-0.29%"
"11/06/2019","1.2850","1.2885","1.2898","1.2844","","-0.25%"
"11/05/2019","1.2882","1.2884","1.2918","1.2859","","0.00%"
"11/04/2019","1.2882","1.2944","1.2948","1.2875","","-0.40%"
"11/01/2019","1.2934","1.2940","1.2974","1.2926","","-0.05%"
"10/31/2019","1.2940","1.2904","1.2976","1.2894","","0.30%"
"10/30/2019","1.2901","1.2869","1.2909","1.2845","","0.28%"
"10/29/2019","1.2865","1.2865","1.2905","1.2806","","0.02%"
"10/28/2019","1.2862","1.2825","1.2878","1.2810","","0.32%"
"10/25/2019","1.2821","1.2852","1.2864","1.2803","","-0.23%"
"10/24/2019","1.2850","1.2912","1.2952","1.2788","","-0.51%"
"10/23/2019","1.2916","1.2872","1.2923","1.2840","","0.34%"
"10/22/2019","1.2872","1.2959","1.3001","1.2861","","-0.66%"
"10/21/2019","1.2958","1.2925","1.3013","1.2874","","-0.10%"
"10/18/2019","1.2971","1.2890","1.2987","1.2838","","0.64%"
"10/17/2019","1.2888","1.2832","1.2990","1.2750","","0.45%"
"10/16/2019","1.2830","1.2787","1.2877","1.2656","","0.34%"
"10/15/2019","1.2786","1.2609","1.2800","1.2602","","1.43%"
"10/14/2019","1.2606","1.2625","1.2654","1.2515","","-0.32%"
"10/11/2019","1.2647","1.2441","1.2708","1.2407","","1.66%"
"10/10/2019","1.2440","1.2206","1.2470","1.2205","","1.93%"
"10/09/2019","1.2204","1.2219","1.2292","1.2198","","-0.11%"
"10/08/2019","1.2217","1.2292","1.2304","1.2194","","-0.59%"
"10/07/2019","1.2290","1.2326","1.2338","1.2286","","-0.34%"
"10/04/2019","1.2332","1.2333","1.2358","1.2276","","0.03%"
"10/03/2019","1.2328","1.2306","1.2414","1.2265","","0.23%"
"10/02/2019","1.2300","1.2307","1.2325","1.2227","","-0.01%"
"10/01/2019","1.2301","1.2287","1.2342","1.2206","","0.11%"
"09/30/2019","1.2287","1.2289","1.2348","1.2275","","-0.01%"
"09/27/2019","1.2288","1.2322","1.2338","1.2270","","-0.28%"
"09/26/2019","1.2322","1.2356","1.2382","1.2302","","-0.22%"
"09/25/2019","1.2349","1.2484","1.2500","1.2347","","-1.11%"
"09/24/2019","1.2488","1.2429","1.2503","1.2414","","0.47%"
"09/23/2019","1.2429","1.2469","1.2492","1.2413","","-0.38%"
"09/20/2019","1.2477","1.2524","1.2583","1.2459","","-0.38%"
"09/19/2019","1.2524","1.2473","1.2560","1.2438","","0.45%"
"09/18/2019","1.2468","1.2502","1.2514","1.2438","","-0.26%"
"09/17/2019","1.2500","1.2437","1.2528","1.2392","","0.58%"
"09/16/2019","1.2428","1.2501","1.2511","1.2399","","-0.58%"
"09/13/2019","1.2500","1.2335","1.2507","1.2327","","1.36%"
"09/12/2019","1.2332","1.2325","1.2368","1.2283","","0.05%"
"09/11/2019","1.2326","1.2349","1.2372","1.2312","","-0.16%"
"09/10/2019","1.2346","1.2347","1.2377","1.2306","","0.01%"
"09/09/2019","1.2345","1.2273","1.2385","1.2233","","0.52%"
"09/06/2019","1.2281","1.2331","1.2345","1.2278","","-0.39%"
"09/05/2019","1.2329","1.2253","1.2355","1.2210","","0.64%"
"09/04/2019","1.2250","1.2078","1.2259","1.2076","","1.37%"
"09/03/2019","1.2084","1.2067","1.2106","1.1958","","0.15%"
"09/02/2019","1.2066","1.2149","1.2176","1.2034","","-0.74%"
"08/30/2019","1.2156","1.2180","1.2226","1.2139","","-0.26%"
"08/29/2019","1.2188","1.2211","1.2234","1.2171","","-0.17%"
"08/28/2019","1.2209","1.2290","1.2293","1.2156","","-0.63%"
"08/27/2019","1.2287","1.2219","1.2310","1.2208","","0.59%"
"08/26/2019","1.2215","1.2264","1.2287","1.2207","","-0.51%"
"08/23/2019","1.2277","1.2251","1.2294","1.2194","","0.22%"
"08/22/2019","1.2250","1.2128","1.2273","1.2107","","1.02%"
"08/21/2019","1.2126","1.2170","1.2177","1.2112","","-0.35%"
"08/20/2019","1.2168","1.2127","1.2183","1.2064","","0.35%"
"08/19/2019","1.2125","1.2148","1.2174","1.2104","","-0.20%"
"08/16/2019","1.2149","1.2086","1.2177","1.2076","","0.54%"
"08/15/2019","1.2084","1.2062","1.2151","1.2049","","0.21%"
"08/14/2019","1.2059","1.2058","1.2102","1.2045","","0.01%"
"08/13/2019","1.2058","1.2076","1.2098","1.2041","","-0.12%"
"08/12/2019","1.2073","1.2048","1.2107","1.2014","","0.32%"
"08/09/2019","1.2034","1.2126","1.2155","1.2024","","-0.80%"
"08/08/2019","1.2131","1.2141","1.2184","1.2095","","-0.07%"
"08/07/2019","1.2140","1.2170","1.2192","1.2120","","-0.21%"
"08/06/2019","1.2166","1.2145","1.2211","1.2133","","0.21%"
"08/05/2019","1.2141","1.2143","1.2190","1.2101","","-0.11%"
"08/02/2019","1.2154","1.2135","1.2170","1.2090","","0.19%"
"08/01/2019","1.2131","1.2155","1.2171","1.2078","","-0.21%"
"07/31/2019","1.2157","1.2154","1.2250","1.2134","","0.07%"
"07/30/2019","1.2149","1.2220","1.2228","1.2119","","-0.56%"
"07/29/2019","1.2217","1.2386","1.2389","1.2212","","-1.32%"
"07/26/2019","1.2380","1.2464","1.2464","1.2376","","-0.59%"
"07/25/2019","1.2454","1.2484","1.2519","1.2436","","-0.22%"
"07/24/2019","1.2481","1.2438","1.2523","1.2426","","0.36%"
"07/23/2019","1.2436","1.2473","1.2483","1.2418","","-0.30%"
"07/22/2019","1.2474","1.2508","1.2522","1.2455","","-0.21%"
"07/19/2019","1.2500","1.2551","1.2557","1.2477","","-0.37%"
"07/18/2019","1.2546","1.2433","1.2559","1.2426","","0.93%"
"07/17/2019","1.2431","1.2407","1.2457","1.2382","","0.23%"
"07/16/2019","1.2403","1.2515","1.2522","1.2395","","-0.89%"
"07/15/2019","1.2514","1.2573","1.2581","1.2509","","-0.47%"
"07/12/2019","1.2573","1.2520","1.2580","1.2517","","0.43%"
"07/11/2019","1.2519","1.2499","1.2572","1.2498","","0.16%"
"07/10/2019","1.2499","1.2468","1.2522","1.2443","","0.27%"
"07/09/2019","1.2465","1.2514","1.2524","1.2440","","-0.36%"
"07/08/2019","1.2510","1.2517","1.2541","1.2499","","-0.10%"
"07/05/2019","1.2523","1.2581","1.2588","1.2480","","-0.42%"
"07/04/2019","1.2576","1.2573","1.2593","1.2567","","0.04%"
"07/03/2019","1.2571","1.2592","1.2603","1.2557","","-0.16%"
"07/02/2019","1.2591","1.2641","1.2654","1.2583","","-0.37%"
"07/01/2019","1.2638","1.2695","1.2708","1.2631","","-0.43%"
"06/28/2019","1.2693","1.2677","1.2736","1.2663","","0.14%"
"06/27/2019","1.2675","1.2687","1.2725","1.2661","","-0.10%"
"06/26/2019","1.2688","1.2700","1.2708","1.2663","","-0.07%"
"06/25/2019","1.2697","1.2742","1.2785","1.2671","","-0.33%"
"06/24/2019","1.2739","1.2722","1.2767","1.2708","","-0.01%"
"06/21/2019","1.2740","1.2701","1.2750","1.2642","","0.32%"
"06/20/2019","1.2699","1.2642","1.2729","1.2632","","0.47%"
"06/19/2019","1.2639","1.2558","1.2674","1.2542","","0.66%"
"06/18/2019","1.2556","1.2534","1.2566","1.2506","","0.19%"
"06/17/2019","1.2532","1.2600","1.2607","1.2531","","-0.46%"
"06/14/2019","1.2590","1.2676","1.2684","1.2579","","-0.65%"
"06/13/2019","1.2672","1.2690","1.2709","1.2661","","-0.11%"
"06/12/2019","1.2686","1.2724","1.2759","1.2680","","-0.28%"
"06/11/2019","1.2722","1.2686","1.2734","1.2669","","0.31%"
"06/10/2019","1.2683","1.2731","1.2748","1.2653","","-0.40%"
"06/07/2019","1.2734","1.2702","1.2764","1.2687","","0.28%"
"06/06/2019","1.2699","1.2684","1.2743","1.2667","","0.12%"
"06/05/2019","1.2684","1.2697","1.2744","1.2679","","-0.09%"
"06/04/2019","1.2696","1.2665","1.2716","1.2642","","0.26%"
"06/03/2019","1.2663","1.2627","1.2675","1.2609","","0.25%"
"05/31/2019","1.2631","1.2608","1.2645","1.2558","","0.20%"
"05/30/2019","1.2606","1.2627","1.2641","1.2579","","-0.15%"
"05/29/2019","1.2625","1.2654","1.2672","1.2611","","-0.21%"
"05/28/2019","1.2652","1.2679","1.2702","1.2650","","-0.20%"
"05/27/2019","1.2677","1.2727","1.2756","1.2666","","-0.28%"
"05/24/2019","1.2712","1.2657","1.2734","1.2646","","0.46%"
"05/23/2019","1.2654","1.2663","1.2685","1.2605","","-0.06%"
"05/22/2019","1.2661","1.2706","1.2722","1.2623","","-0.35%"
"05/21/2019","1.2705","1.2730","1.2815","1.2685","","-0.17%"
"05/20/2019","1.2726","1.2721","1.2759","1.2714","","0.06%"
"05/17/2019","1.2718","1.2797","1.2809","1.2713","","-0.60%"
"05/16/2019","1.2795","1.2843","1.2864","1.2787","","-0.41%"
"05/15/2019","1.2848","1.2908","1.2924","1.2825","","-0.43%"
"05/14/2019","1.2904","1.2958","1.2973","1.2902","","-0.39%"
"05/13/2019","1.2955","1.2998","1.3042","1.2940","","-0.34%"
"05/10/2019","1.2999","1.3008","1.3048","1.2990","","-0.11%"
"05/09/2019","1.3013","1.3007","1.3037","1.2967","","0.05%"
"05/08/2019","1.3006","1.3077","1.3082","1.2987","","-0.52%"
"05/07/2019","1.3074","1.3097","1.3133","1.3039","","-0.16%"
"05/06/2019","1.3095","1.3114","1.3171","1.3081","","-0.58%"
"05/03/2019","1.3171","1.3033","1.3178","1.2989","","1.05%"
"05/02/2019","1.3034","1.3050","1.3082","1.3017","","-0.11%"
"05/01/2019","1.3049","1.3033","1.3103","1.3029","","0.14%"
"04/30/2019","1.3031","1.2939","1.3050","1.2924","","0.73%"
"04/29/2019","1.2936","1.2926","1.2947","1.2904","","0.15%"
"04/26/2019","1.2917","1.2899","1.2945","1.2876","","0.16%"
"04/25/2019","1.2897","1.2902","1.2918","1.2865","","-0.02%"
"04/24/2019","1.2900","1.2938","1.2965","1.2888","","-0.29%"
"04/23/2019","1.2937","1.2981","1.3020","1.2928","","-0.35%"
"04/22/2019","1.2982","1.2995","1.3002","1.2974","","-0.05%"
"04/19/2019","1.2988","1.2998","1.3015","1.2982","","-0.06%"
"04/18/2019","1.2996","1.3042","1.3054","1.2979","","-0.36%"
"04/17/2019","1.3043","1.3049","1.3069","1.3029","","-0.04%"
"04/16/2019","1.3048","1.3102","1.3113","1.3042","","-0.37%"
"04/15/2019","1.3097","1.3076","1.3120","1.3065","","0.12%"
"04/12/2019","1.3081","1.3061","1.3133","1.3049","","0.21%"
"04/11/2019","1.3054","1.3092","1.3110","1.3050","","-0.27%"
"04/10/2019","1.3089","1.3058","1.3122","1.3043","","0.22%"
"04/09/2019","1.3060","1.3065","1.3123","1.3030","","-0.02%"
"04/08/2019","1.3062","1.3036","1.3076","1.3021","","0.20%"
"04/05/2019","1.3036","1.3079","1.3124","1.2987","","-0.31%"
"04/04/2019","1.3077","1.3161","1.3192","1.3060","","-0.62%"
"04/03/2019","1.3159","1.3127","1.3197","1.3121","","0.24%"
"04/02/2019","1.3127","1.3102","1.3151","1.3013","","0.21%"
"04/01/2019","1.3099","1.3038","1.3151","1.3009","","0.52%"
"03/29/2019","1.3031","1.3046","1.3137","1.2978","","-0.09%"
"03/28/2019","1.3043","1.3189","1.3217","1.3034","","-1.11%"
"03/27/2019","1.3189","1.3208","1.3270","1.3166","","-0.14%"
"03/26/2019","1.3207","1.3194","1.3263","1.3158","","0.04%"
"03/25/2019","1.3202","1.3207","1.3247","1.3160","","-0.05%"
"03/22/2019","1.3209","1.3109","1.3225","1.3081","","0.78%"
"03/21/2019","1.3107","1.3196","1.3230","1.3004","","-0.67%"
"03/20/2019","1.3196","1.3269","1.3283","1.3145","","-0.54%"
"03/19/2019","1.3267","1.3256","1.3312","1.3240","","0.09%"
"03/18/2019","1.3255","1.3288","1.3302","1.3183","","-0.26%"
"03/15/2019","1.3289","1.3240","1.3302","1.3202","","0.38%"
"03/14/2019","1.3239","1.3341","1.3342","1.3207","","-0.73%"
"03/13/2019","1.3337","1.3076","1.3384","1.3059","","2.02%"
"03/12/2019","1.3073","1.3151","1.3290","1.3004","","-0.59%"
"03/11/2019","1.3151","1.3018","1.3172","1.2948","","1.04%"
"03/08/2019","1.3015","1.3085","1.3110","1.2989","","-0.53%"
"03/07/2019","1.3084","1.3170","1.3187","1.3068","","-0.65%"
"03/06/2019","1.3169","1.3180","1.3182","1.3124","","-0.05%"
"03/05/2019","1.3175","1.3177","1.3199","1.3097","","-0.08%"
"03/04/2019","1.3186","1.3238","1.3275","1.3166","","-0.12%"
"03/01/2019","1.3202","1.3262","1.3288","1.3171","","-0.44%"
"02/28/2019","1.3261","1.3309","1.3326","1.3253","","-0.35%"
"02/27/2019","1.3308","1.3250","1.3350","1.3233","","0.44%"
"02/26/2019","1.3250","1.3089","1.3290","1.3089","","1.18%"
"02/25/2019","1.3095","1.3074","1.3115","1.3040","","0.33%"
"02/22/2019","1.3052","1.3045","1.3082","1.2967","","0.02%"
"02/21/2019","1.3049","1.3051","1.3096","1.3025","","0.00%"
"02/20/2019","1.3049","1.3062","1.3110","1.3011","","-0.10%"
"02/19/2019","1.3062","1.2923","1.3075","1.2895","","1.09%"
"02/18/2019","1.2921","1.2891","1.2939","1.2891","","0.25%"
"02/15/2019","1.2889","1.2808","1.2899","1.2784","","0.61%"
"02/14/2019","1.2811","1.2845","1.2879","1.2772","","-0.26%"
"02/13/2019","1.2844","1.2893","1.2960","1.2845","","-0.36%"
"02/12/2019","1.2890","1.2859","1.2910","1.2832","","0.32%"
"02/11/2019","1.2849","1.2949","1.2957","1.2845","","-0.76%"
"02/08/2019","1.2947","1.2954","1.2977","1.2921","","-0.05%"
"02/07/2019","1.2953","1.2933","1.2997","1.2853","","0.16%"
"02/06/2019","1.2932","1.2950","1.2981","1.2925","","-0.08%"
"02/05/2019","1.2942","1.3039","1.3056","1.2924","","-0.71%"
"02/04/2019","1.3035","1.3085","1.3104","1.3029","","-0.37%"
"02/01/2019","1.3083","1.3107","1.3116","1.3043","","-0.13%"
"01/31/2019","1.3100","1.3116","1.3161","1.3097","","-0.12%"
"01/30/2019","1.3116","1.3066","1.3147","1.3053","","0.38%"
"01/29/2019","1.3066","1.3168","1.3200","1.3056","","-0.73%"
"01/28/2019","1.3162","1.3194","1.3214","1.3137","","-0.30%"
"01/25/2019","1.3201","1.3065","1.3218","1.3055","","1.05%"
"01/24/2019","1.3064","1.3068","1.3096","1.3011","","-0.02%"
"01/23/2019","1.3067","1.2959","1.3082","1.2943","","0.85%"
"01/22/2019","1.2957","1.2890","1.2976","1.2855","","0.52%"
"01/21/2019","1.2890","1.2883","1.2912","1.2830","","0.13%"
"01/18/2019","1.2873","1.2986","1.2995","1.2856","","-0.85%"
"01/17/2019","1.2984","1.2886","1.3002","1.2832","","0.80%"
"01/16/2019","1.2881","1.2860","1.2898","1.2824","","0.18%"
"01/15/2019","1.2858","1.2862","1.2917","1.2670","","-0.04%"
"01/14/2019","1.2863","1.2848","1.2931","1.2817","","0.17%"
"01/11/2019","1.2841","1.2758","1.2867","1.2709","","0.74%"
"01/10/2019","1.2747","1.2789","1.2802","1.2728","","-0.32%"
"01/09/2019","1.2788","1.2717","1.2806","1.2711","","0.56%"
"01/08/2019","1.2717","1.2780","1.2798","1.2706","","-0.48%"
"01/07/2019","1.2778","1.2730","1.2788","1.2717","","0.41%"
"01/04/2019","1.2726","1.2629","1.2745","1.2615","","0.75%"
"01/03/2019","1.2631","1.2605","1.2649","1.2438","","0.19%"
"01/02/2019","1.2607","1.2742","1.2776","1.2581","","-1.13%"
"01/01/2019","1.2751","1.2761","1.2765","1.2725","","-0.05%"
"12/31/2018","1.2757","1.2682","1.2816","1.2680","","0.41%"
"12/28/2018","1.2705","1.2644","1.2711","1.2634","","0.50%"
"12/27/2018","1.2642","1.2632","1.2676","1.2615","","0.08%"
"12/26/2018","1.2632","1.2674","1.2721","1.2630","","-0.41%"
"12/25/2018","1.2684","1.2724","1.2728","1.2665","","-0.30%"
"12/24/2018","1.2722","1.2652","1.2744","1.2629","","0.73%"
"12/21/2018","1.2630","1.2658","1.2699","1.2617","","-0.20%"
"12/20/2018","1.2655","1.2610","1.2708","1.2608","","0.38%"
"12/19/2018","1.2607","1.2640","1.2680","1.2607","","-0.29%"
"12/18/2018","1.2644","1.2624","1.2707","1.2609","","0.15%"
"12/17/2018","1.2625","1.2591","1.2648","1.2569","","0.33%"
"12/14/2018","1.2583","1.2656","1.2676","1.2529","","-0.57%"
"12/13/2018","1.2655","1.2635","1.2687","1.2609","","0.21%"
"12/12/2018","1.2629","1.2488","1.2673","1.2477","","1.16%"
"12/11/2018","1.2484","1.2564","1.2639","1.2479","","-0.60%"
"12/10/2018","1.2559","1.2729","1.2760","1.2507","","-1.31%"
"12/07/2018","1.2726","1.2785","1.2813","1.2710","","-0.44%"
"12/06/2018","1.2782","1.2733","1.2813","1.2699","","0.40%"
"12/05/2018","1.2731","1.2724","1.2799","1.2671","","0.10%"
"12/04/2018","1.2718","1.2724","1.2841","1.2659","","-0.03%"
"12/03/2018","1.2722","1.2768","1.2826","1.2699","","-0.23%"
"11/30/2018","1.2751","1.2792","1.2810","1.2735","","-0.32%"
"11/29/2018","1.2792","1.2824","1.2852","1.2754","","-0.25%"
"11/28/2018","1.2824","1.2746","1.2849","1.2731","","0.60%"
"11/27/2018","1.2747","1.2835","1.2836","1.2724","","-0.67%"
"11/26/2018","1.2833","1.2853","1.2865","1.2795","","0.16%"
"11/23/2018","1.2812","1.2879","1.2884","1.2799","","-0.50%"
"11/22/2018","1.2876","1.2776","1.2929","1.2768","","0.79%"
"11/21/2018","1.2775","1.2788","1.2821","1.2763","","-0.09%"
"11/20/2018","1.2786","1.2852","1.2884","1.2775","","-0.49%"
"11/19/2018","1.2849","1.2829","1.2885","1.2795","","0.09%"
"11/16/2018","1.2837","1.2773","1.2879","1.2759","","0.49%"
"11/15/2018","1.2774","1.2991","1.3031","1.2724","","-1.69%"
"11/14/2018","1.2994","1.2979","1.3073","1.2885","","0.18%"
"11/13/2018","1.2971","1.2849","1.3048","1.2840","","0.97%"
"11/12/2018","1.2847","1.2960","1.2967","1.2826","","-0.98%"
"11/09/2018","1.2974","1.3062","1.3082","1.2958","","-0.67%"
"11/08/2018","1.3061","1.3127","1.3151","1.3045","","-0.48%"
"11/07/2018","1.3124","1.3102","1.3176","1.3073","","0.21%"
"11/06/2018","1.3097","1.3041","1.3109","1.3020","","0.44%"
"11/05/2018","1.3040","1.3025","1.3064","1.2965","","0.54%"
"11/02/2018","1.2970","1.3011","1.3042","1.2950","","-0.30%"
"11/01/2018","1.3009","1.2769","1.3037","1.2760","","1.91%"
"10/31/2018","1.2765","1.2707","1.2832","1.2698","","0.48%"
"10/30/2018","1.2704","1.2793","1.2814","1.2695","","-0.68%"
"10/29/2018","1.2791","1.2828","1.2854","1.2791","","-0.31%"
"10/26/2018","1.2831","1.2817","1.2843","1.2776","","0.12%"
"10/25/2018","1.2815","1.2883","1.2921","1.2797","","-0.50%"
"10/24/2018","1.2880","1.2983","1.2995","1.2866","","-0.79%"
"10/23/2018","1.2982","1.2966","1.3045","1.2937","","0.16%"
"10/22/2018","1.2961","1.3068","1.3092","1.2955","","-0.83%"
"10/19/2018","1.3070","1.3018","1.3105","1.3010","","0.40%"
"10/18/2018","1.3018","1.3113","1.3132","1.3015","","-0.74%"
"10/17/2018","1.3115","1.3183","1.3194","1.3100","","-0.55%"
"10/16/2018","1.3187","1.3153","1.3237","1.3141","","0.26%"
"10/15/2018","1.3153","1.3140","1.3183","1.3079","","-0.02%"
"10/12/2018","1.3155","1.3225","1.3259","1.3149","","-0.61%"
"10/11/2018","1.3236","1.3196","1.3249","1.3182","","0.30%"
"10/10/2018","1.3196","1.3143","1.3217","1.3134","","0.40%"
"10/09/2018","1.3144","1.3091","1.3152","1.3032","","0.41%"
"10/08/2018","1.3090","1.3108","1.3136","1.3028","","-0.25%"
"10/05/2018","1.3123","1.3019","1.3126","1.3002","","0.79%"
"10/04/2018","1.3020","1.2941","1.3042","1.2921","","0.62%"
"10/03/2018","1.2940","1.2979","1.3024","1.2924","","-0.30%"
"10/02/2018","1.2979","1.3044","1.3057","1.2940","","-0.49%"
"10/01/2018","1.3043","1.3031","1.3112","1.3011","","0.09%"
"09/28/2018","1.3031","1.3081","1.3093","1.3000","","-0.39%"
